id,created_at,name,provider,model_id,config,capabilities,internal_name,integration_id,description,enabled,finetunable,tokens_million_price,depreciated,features,limitations,recommended,parameters,modalities,method,processing,model_provider_id,reference_id,internal_note,slug
11,2025-11-25 17:31:17.974794+00,Grok 4-1 Fast (Reasoning),xAI,grok-4-1-fast-reasoning,"{""method"":""completion"",""features"":{""mcp"":true,""batch"":false,""tools"":true,""reasoning"":true,""streaming"":true,""fine_tuning"":false,""structured_output"":true},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":true,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":true},""top_p"":{""max"":1,""min"":0,""default"":1,""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""max"":1,""min"":0,""default"":1,""enabled"":true},""presence_penalty"":{""enabled"":false},""reasoning_effort"":{""enabled"":false},""frequency_penalty"":{""enabled"":false},""max_completion_tokens"":{""min"":0,""default"":50000,""enabled"":true}},""processing"":{}}",[],xai/grok-4-1-fast-reasoning,0bea2e41-fee8-47c9-b428-0d3b4fc221f0,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},4,,,grok-4-1-fast-reasoning
19,2025-11-25 18:09:30.307436+00,Deepseek R1 05/28,Fireworks AI,accounts/fireworks/models/deepseek-r1-0528,"{""method"":""completion"",""features"":{""mcp"":false,""batch"":false,""tools"":true,""reasoning"":true,""streaming"":true,""fine_tuning"":false,""structured_output"":true},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_p"":{""max"":1,""min"":0,""default"":0.5,""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""max"":1,""min"":0,""default"":0.5,""enabled"":true},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false},""max_completion_tokens"":{""enabled"":false}},""processing"":{""reasoning.message_think_tag"":true}}",[],fireworks/deepseek-r1-05-28,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,deepseek-r1-05-28
20,2025-11-25 18:09:30.307436+00,Kimi K2 Instruct,Fireworks AI,accounts/fireworks/models/kimi-k2-instruct,"{""method"":""completion"",""features"":{""mcp"":false,""batch"":false,""tools"":true,""reasoning"":false,""streaming"":true,""fine_tuning"":false,""structured_output"":false},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_p"":{""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""enabled"":true},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false},""max_completion_tokens"":{""enabled"":true}},""processing"":{}}",[],fireworks/kimi-k2-instruct,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,kimi-k2-instruct
21,2025-11-25 18:09:30.307436+00,Kimi K2 Thinking,Fireworks AI,accounts/fireworks/models/kimi-k2-thinking,"{""method"":""completion"",""features"":{""mcp"":false,""batch"":false,""tools"":true,""reasoning"":true,""streaming"":true,""fine_tuning"":false,""structured_output"":false},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_k"":{""max"":100,""min"":0,""default"":40,""enabled"":true},""top_p"":{""max"":1,""min"":0,""default"":1,""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""max"":1,""min"":0,""default"":0.6,""enabled"":true},""presence_penalty"":{""max"":2,""min"":-2,""default"":0,""enabled"":true},""frequency_penalty"":{""max"":2,""min"":-2,""default"":0,""enabled"":true},""max_completion_tokens"":{""min"":0,""default"":4000,""enabled"":true}},""processing"":{""reasoning.message_think_tag"":true}}",[],fireworks/kimi-k2-thinking,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,kimi-k2-thinking
22,2025-11-25 18:09:30.307436+00,Llama 4 Maverick Instruct (Basic),Fireworks AI,accounts/fireworks/models/llama4-maverick-instruct-basic,"{""method"":""completion"",""features"":{""mcp"":false,""batch"":false,""tools"":true,""reasoning"":false,""streaming"":true,""fine_tuning"":false,""structured_output"":true},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_p"":{""max"":1,""min"":0,""default"":1,""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""max"":2,""min"":0,""default"":0.6,""enabled"":true},""presence_penalty"":{""max"":2,""min"":-2,""default"":0,""enabled"":true},""frequency_penalty"":{""max"":2,""min"":-2,""enabled"":true},""max_completion_tokens"":{""enabled"":false}},""processing"":{}}",[],fireworks/llama-4-maverick-instruct-basic,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,llama-4-maverick-instruct-basic
23,2025-11-25 18:09:30.307436+00,Qwen3 235B-A22B-Thinking-2507,Fireworks AI,accounts/fireworks/models/qwen3-235b-a22b-thinking-2507,"{""method"":""completion"",""features"":{""mcp"":false,""batch"":false,""tools"":true,""reasoning"":true,""streaming"":false,""fine_tuning"":false,""structured_output"":true},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false},""max_completion_tokens"":{""enabled"":false}},""processing"":{}}",[],fireworks/qwen3-235b-a22b-thinking-2507,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,qwen3-235b-a22b-thinking-2507
24,2025-11-25 18:09:30.307436+00,Z.ai GLM 4.6,Fireworks AI,accounts/fireworks/models/glm-4p6,"{""method"":""completion"",""features"":{""mcp"":false,""batch"":false,""tools"":true,""reasoning"":true,""streaming"":false,""fine_tuning"":false,""structured_output"":true},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false},""max_completion_tokens"":{""enabled"":false}},""processing"":{}}",[],fireworks/z-ai-glm-4-6,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,z-ai-glm-4-6
25,2025-11-25 18:09:30.307436+00,GPT OSS 120B,Fireworks AI,accounts/fireworks/models/gpt-oss-120b,"{""method"":""completion"",""features"":{""mcp"":false,""batch"":false,""tools"":true,""reasoning"":true,""streaming"":true,""fine_tuning"":false,""structured_output"":false},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_p"":{""max"":1,""min"":0,""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""max"":1,""min"":0,""enabled"":true},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false},""reasoning_summary"":{""enabled"":false},""max_completion_tokens"":{""enabled"":false}},""processing"":{}}",[],fireworks/gpt-oss-120b,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,gpt-oss-120b
26,2025-11-25 18:09:30.307436+00,GPT OSS 20B,Fireworks AI,accounts/fireworks/models/gpt-oss-20b,"{""method"":""completion"",""features"":{""mcp"":true,""batch"":false,""tools"":true,""reasoning"":true,""streaming"":true,""fine_tuning"":false,""structured_output"":true},""modalities"":{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false},""parameters"":{""seed"":{""enabled"":false},""top_p"":{""max"":1,""min"":0,""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""max"":1,""min"":0,""enabled"":true},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false},""max_completion_tokens"":{""enabled"":false}},""processing"":{}}",[],fireworks/gpt-oss-20b,93363fe5-ade9-4e99-a066-fdf20cb04812,,true,false,"{""input"":0,""output"":0,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,{},{},false,"{""seed"":{""enabled"":false},""top_p"":{""enabled"":false},""verbosity"":{""enabled"":false},""max_tokens"":{""enabled"":false},""temperature"":{""enabled"":false},""presence_penalty"":{""enabled"":false},""frequency_penalty"":{""enabled"":false}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",,{},5,,,gpt-oss-20b
28,2025-11-28 13:22:54.020718+00,GPT-4o mini,OpenAI,gpt-4o-mini,{},[],openai/gpt-4o-mini,7c654c03-6691-40e5-84a2-3634a3d6e513,"Fast, affordable small model for focused tasks",true,false,"{""input"":0.15,""output"":0.6,""audio_input"":0,""batch_input"":0,""audio_output"":0,""batch_output"":0,""cached_input"":0,""reasoning_output"":0,""batch_cached_input"":0,""cached_audio_input"":0}",false,"{""mcp"":false,""batch"":true,""tools"":true,""realtime"":false,""reasoning"":false,""streaming"":true,""fine_tuning"":true,""structured_output"":true}","{""context_window"":128000,""max_output_tokens"":16384}",false,"{""seed"":{""enabled"":true},""top_p"":{""max"":1,""min"":0,""default"":0.5,""enabled"":true},""verbosity"":{""enabled"":false},""temperature"":{""max"":1,""min"":0,""default"":0.5,""enabled"":true},""presence_penalty"":{""max"":2,""min"":-2,""default"":0,""enabled"":true},""frequency_penalty"":{""max"":2,""min"":-2,""enabled"":true},""max_completion_tokens"":{""min"":0,""default"":512,""enabled"":true}}","{""input_text"":true,""input_audio"":false,""input_image"":false,""output_text"":true,""output_audio"":false,""output_image"":false}",response,"{""reasoning.message_think_tag"":false}",2,,,gpt-4o-mini
